seed;N;max_generation;max_season_time_steps;n_sites;data_print_interval;init_resources_site;init_predator_density;mu_an;an_init;mu_bn;bn_init;mu_ax;ax_init;mu_bx;bx_init;mu_at;at_init;mu_bt;bt_init;mu_ap;ap_init;mu_bp;bp_init;mu_anu;anu_init;mu_bnu;bnu_init;mu_axo;axo_init;mu_bxo;bxo_init;sdmu;pr_base_flight_survive;flight_survive_scale;flight_survive_power;flight_survive_max_size;min_resources;f;g;generation;mean_an;mean_bn;mean_ax;mean_bx;mean_at;mean_bt;mean_ap;mean_bp;mean_anu;mean_bnu;mean_axo;mean_bxo;mean_resources;var_an;var_bn;var_ax;var_bx;var_at;var_bt;var_ap;var_bp;var_anu;var_bnu;var_axo;var_bxo;var_resources;n;n_female;n_male;file
4023213499;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.5;0.7;1;50;0;2;3;50000;0.0013499;-0.0439997;-0.00687874;-0.0812166;-0.000901258;-0.0020964;0;0;0.00247944;-0.0068559;-2.01882e-05;0.0116614;98.3431;0.000179639;0.00087144;0.000190969;0.000340163;0.000197214;0.000193341;0;0;0.000179624;3.99944e-06;0.000175536;7.20309e-05;828.246;1778;890;888;./sim_cue_migration_20260718_123204_32
4158263444;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.1;0.7;1;50;0;2;3;50000;-0.00369854;-0.0107393;-0.00303787;-0.0764539;-0.000447061;0.000694714;0;0;0.00231286;-0.00659775;-0.000736616;0.0173577;104.68;0.000185375;0.000163314;0.000151031;0.000411996;0.000165471;0.000167132;0;0;0.000186067;2.42706e-06;0.000181013;5.58347e-05;1651.95;1167;568;599;./sim_cue_migration_20260718_123204_31
2693819419;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.05;0.7;1;50;0;3;3;50000;0.00285599;-0.0103667;-0.00541095;-0.0816411;-0.00161681;0.00283041;0;0;0.000417889;0.0711885;0.00517072;0.00222443;16.3393;0.000232348;0.000249708;0.00022415;0.00031802;0.000181616;0.00040345;0;0;0.000154237;0.000566861;0.000203596;0.000204505;165.602;784;388;396;./sim_cue_migration_20260718_123204_34
2315024963;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.5;0.7;1;50;0;3;3;50000;-0.00169891;-0.0376945;-0.000288613;-0.0780385;0.00225429;-0.00251975;0;0;-0.00462321;0.042527;0.00798227;-0.00265566;14.6203;0.000138392;0.000727142;0.000177831;0.00030924;0.00021102;0.00017643;0;0;0.000161058;0.000153366;0.000212489;0.000228914;85.312;719;363;356;./sim_cue_migration_20260718_123204_36
785523290;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.01;0.7;1;50;0;3;3;50000;0.00376639;-0.0374211;0.00158224;-0.0918799;0.00460012;-0.00336148;0;0;0.00064249;0.0555694;-0.00184576;-0.000562156;15.9158;0.000273647;0.000762006;0.000227329;-0.000308337;0.00022633;0.000175122;0;0;0.000184211;4.01291e-05;0.00014208;0.000205069;92.9508;760;409;351;./sim_cue_migration_20260718_123204_33
1439166680;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.1;0.7;1;50;0;3;3;50000;-0.000170588;-0.0399111;-0.00012276;-0.0920877;-0.00596903;-0.00290803;0;0;-0.00427217;0.0466099;-0.0020991;0.00181565;17.8941;0.000240844;0.00098249;0.00023947;-0.000189055;0.000223475;0.000168083;0;0;0.000242514;7.00014e-05;0.00020552;0.000178369;234.761;793;418;375;./sim_cue_migration_20260718_123204_35
1890369735;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.05;0.7;1;50;0;1;3;50000;0.000682892;-0.00335219;0.0003823;-0.0745903;-0.0021687;-0.00234642;0;0;0.00129412;-0.0703239;0.000631204;0.0781021;105.112;0.000170598;0.000189714;0.000199064;0.000577269;0.000181911;0.000214705;0;0;0.00016052;0.000269068;0.000135559;0.000336165;876.038;2264;1086;1178;./sim_cue_migration_20260718_123204_38
1239313197;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.01;0.7;1;50;0;1;3;50000;-0.0014248;-0.00556534;0.000764049;-0.0772199;0.00106148;0.00159639;0;0;0.00162927;-0.0794322;0.00275604;0.0893796;107.158;0.000199866;0.000179823;0.000202417;0.000195313;0.000190691;0.000185887;0;0;0.000247178;-9.18491e-05;0.000195571;-2.24206e-06;164.471;2249;1155;1094;./sim_cue_migration_20260718_123204_37
2421562237;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.1;0.7;1;50;0;1;3;50000;-0.00129905;-0.00480804;-0.00317779;-0.0740052;0.0040414;-0.000869452;0;0;-0.00323472;-0.0811409;-0.00110962;0.0897402;106.42;0.000261413;0.000248577;0.000169935;0.000123525;0.000215767;0.00026339;0;0;0.000184591;-0.00012374;0.000232239;-0.000150558;120.109;2326;1200;1126;./sim_cue_migration_20260718_123204_39
1079285955;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.01;0.7;1;50;0;2;3;50000;-0.000557607;-0.0229088;5.96349e-05;-0.082634;-0.000729863;0.00298619;0;0;-0.00244676;0.0483738;-0.0031869;-0.00320855;15.2267;0.000133303;0.000440971;0.000161201;0.00043991;0.000158884;0.000174706;0;0;0.000200428;0.000262772;0.00018592;0.000311429;55.1797;900;436;464;./sim_cue_migration_20260718_123204_41
687990751;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.1;0.7;1;50;0;2;3;50000;-0.00218037;-0.0428629;0.00205796;-0.0829812;0.000519812;-0.00294117;0;0;0.00148535;0.0477451;-0.00165695;0.00322777;16.6873;0.000219185;0.0009638;0.000166383;0.00020287;0.000211678;0.000173859;0;0;0.000190081;0.000180223;0.000227062;0.000213921;113.099;873;439;434;./sim_cue_migration_20260718_123204_43
3467684284;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.5;0.7;1;50;0;1;3;50000;0.000227849;-0.00152955;-0.000391393;-0.0826604;-0.00119622;-0.000164294;0;0;0.000250919;-0.0643749;0.000149235;0.0818731;103.287;0.000221899;0.00023205;0.000159518;0.000579372;0.000188544;0.00023621;0;0;0.000186487;0.00025659;0.00018534;0.000369098;694.023;2414;1181;1233;./sim_cue_migration_20260718_123204_40
3726528046;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.05;0.7;1;50;0;2;3;50000;0.00059258;-0.00990355;-0.00538979;-0.0972221;0.00325329;0.000466625;0;0;0.00250271;0.0605116;-0.00562564;0.00521191;17.9849;0.000181709;0.000204143;0.000188473;0.000195406;0.000224349;0.000175494;0;0;0.000204055;0.000187935;0.000351253;0.000237198;108.515;928;477;451;./sim_cue_migration_20260718_123204_42
771466699;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.5;0.7;1;50;0;2;3;50000;0.00111753;-0.0354375;-0.00131327;-0.0763083;-0.00132963;-0.00532526;0;0;0.000363364;-0.00660133;0.0010656;0.0143157;95.6422;0.000193114;0.000864762;0.000180252;0.000364757;0.000144679;0.00018761;0;0;0.000192454;1.76367e-06;0.000164907;7.09287e-05;985.758;1733;859;874;./sim_cue_migration_20260718_123204_44
2258327436;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.01;0.7;1;50;0;3;3;50000;-0.00496289;-0.0397478;-0.00191191;-0.0833458;-0.00143283;0.000248652;0;0;-0.00141803;0.0492987;-0.000933351;-0.000673628;15.6463;0.00030459;0.000617034;0.000196548;7.20238e-05;0.000155444;0.000124221;0;0;0.000120099;9.32276e-05;0.000227541;0.000182869;47.7653;803;412;391;./sim_cue_migration_20260718_123204_45
2063869572;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.05;0.7;1;50;0;3;3;50000;0.00156564;-0.02883;-0.00401139;-0.0784648;-0.00302705;-0.00389235;0;0;0.00435944;0.0461043;0.000503941;0.00167896;14.0852;0.00013881;0.000702573;0.000167342;0.000576663;0.000198343;0.000160102;0;0;0.000132826;0.000300478;0.000195039;0.000197208;67.8196;751;355;396;./sim_cue_migration_20260718_123204_46
2860089810;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.5;0.7;1;50;0;3;3;50000;0.000698003;-0.0279014;0.000993936;-0.0761707;-0.00217022;-0.00229055;0;0;-0.000902886;0.04531;-0.00391303;0.00441432;15.6498;0.000295902;0.000655604;0.00024384;5.64501e-05;0.000203189;0.000188692;0;0;0.000175009;0.000100314;0.000197551;0.00019222;165.115;771;398;373;./sim_cue_migration_20260718_123204_48
2212026007;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.1;0.7;1;50;0;3;3;50000;0.00196828;-0.0511677;-0.00523124;-0.0734054;0.00658392;0.00145568;0;0;-0.00341076;0.0475923;-0.0019165;-0.00353916;14.9465;0.000195079;0.000733758;0.000250634;0.000158978;0.000156472;0.000201759;0;0;0.000274808;0.000157107;0.000180494;0.000191855;59.2194;729;366;363;./sim_cue_migration_20260718_123204_47
4081372946;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.05;0.7;1;50;0;1;3;50000;0.00103303;-0.00217871;0.00131888;-0.0788797;0.00145316;-0.00190207;0;0;0.00104774;-0.0714056;-0.00250008;0.0817639;110.154;0.000193817;0.000194703;0.000192058;0.000445562;0.00022507;0.000192326;0;0;0.000161048;0.000139489;0.000211343;0.000268004;663.492;2297;1131;1166;./sim_cue_migration_20260718_123204_50
694834233;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.01;0.7;1;50;0;1;3;50000;-0.0006838;-0.00506406;0.000895764;-0.075023;0.00273431;-0.00127574;0;0;0.00144521;-0.0789173;-0.0016158;0.0965847;110.989;0.000177228;0.00017137;0.000221474;0.000219584;0.00022481;0.000216709;0;0;0.000199188;-1.00464e-05;0.000169624;5.56963e-06;263.13;2259;1146;1113;./sim_cue_migration_20260718_123204_49
2523163500;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.01;0.7;1;50;0;1;3;50000;-0.00229253;-0.00475626;0.00266468;-0.07083;0.000491693;0.00204619;0;0;0.00132313;-0.0789666;0.000281052;0.0863936;110.732;0.000200368;0.000236793;0.000240489;0.000173171;0.000170093;0.000200762;0;0;0.000159227;-5.88303e-05;0.000179471;4.95497e-05;271.907;2250;1142;1108;./sim_cue_migration_20260718_123204_1
531049173;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.05;0.7;1;50;0;1;3;50000;-0.000128357;-0.00343206;-0.000778281;-0.0782957;-0.000881205;0.00127611;0;0;-0.000895293;-0.0776353;0.000669546;0.0803276;110.36;0.000194189;0.000205383;0.000171786;0.000400908;0.000175582;0.000219737;0;0;0.000160413;0.00013326;0.000175743;0.000233475;600.297;2249;1112;1137;./sim_cue_migration_20260718_123204_2
2240800624;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.05;0.7;1;50;0;3;3;50000;-0.000930977;-0.0385142;0.000607404;-0.0800094;-0.00571153;-0.0026334;0;0;0.00432715;0.0437157;0.00193999;0.000590281;16.6992;0.000173723;0.000762781;0.000222239;0.000244856;0.000187488;0.000206491;0;0;0.000205648;0.000112582;0.000166515;0.000184056;183.293;798;405;393;./sim_cue_migration_20260718_123204_10
3664826872;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.1;0.7;1;50;0;1;3;50000;0.00253552;-0.000803966;-0.00140529;-0.072817;-0.00269825;-0.000400797;0;0;0.000925933;-0.0775081;0.000224065;0.0819695;104.818;0.000203582;0.000220493;0.000209936;0.000437178;0.000197284;0.000188767;0;0;0.000147493;0.000286676;0.00023298;0.000280528;718.001;2343;1144;1199;./sim_cue_migration_20260718_123204_3
2152390592;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.01;0.7;1;50;0;2;3;50000;0.000245751;-0.0144127;-0.00245686;-0.0743901;-0.0070145;-0.00505103;0;0;0.00332618;0.0563201;0.00165936;-0.00285915;15.9726;0.000171825;0.000441759;0.000192993;0.000396312;0.000203592;0.000239438;0;0;0.000173637;0.000316826;0.000224329;0.000175048;119.748;875;426;449;./sim_cue_migration_20260718_123204_17
553086636;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.5;0.7;1;50;0;1;3;50000;-0.000676045;-0.00397312;-0.00266022;-0.0802133;0.000918571;-0.000141504;0;0;-0.00249593;-0.0696039;0.00176019;0.0799963;105.191;0.000180145;0.000186897;0.000230418;0.000393782;0.000233552;0.000193924;0;0;0.00018539;0.000182486;0.000180979;0.000281857;445.013;2414;1206;1208;./sim_cue_migration_20260718_123204_4
2748386032;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.01;0.7;1;50;0;2;3;50000;-0.002869;-0.0296591;-0.000275942;-0.0768646;-0.000654265;0.0044901;0;0;0.00571138;0.0506152;0.0051585;0.00221895;16.0138;0.000215367;0.00066791;0.000181398;0.000237451;0.00025822;0.000181939;0;0;0.00016833;0.000160539;0.000309405;0.000210705;46.9193;870;438;432;./sim_cue_migration_20260718_123204_5
4099172417;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.5;0.7;1;50;0;2;3;50000;-0.00645381;-0.0344129;-0.00191002;-0.0744333;0.00067587;-0.00322596;0;0;0.00115718;-0.00682407;-0.00236682;0.0154023;97.2559;0.000203296;0.000729279;0.000205047;0.000222229;0.000208626;0.000208157;0;0;0.000177516;1.77806e-06;0.000177037;7.92802e-05;832.402;1774;889;885;./sim_cue_migration_20260718_123204_20
1549517040;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.05;0.7;1;50;0;2;3;50000;-0.00746505;-0.00848945;-0.00917257;-0.062187;0.00574935;-0.0213761;0;0;-0.00153932;-0.00745339;-0.00394929;0.0318113;84.8625;0.000360478;0.000216494;8.91561e-05;0.00011029;7.96204e-05;0.000219121;0;0;0.000204576;8.42301e-07;0.000173603;8.0652e-05;3658.19;1236;624;612;./sim_cue_migration_20260718_123204_6
1018371456;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.1;0.7;1;50;0;2;3;50000;-0.00745224;-0.0266994;0.000614181;-0.0691399;-0.00123783;-0.00262706;0;0;-0.00140587;0.0448553;0.00155751;0.00276866;14.629;0.000184889;0.000607515;0.000222815;0.00056263;0.000117023;0.000151423;0;0;0.000169872;0.000299424;0.000165658;0.000169874;114.827;849;397;452;./sim_cue_migration_20260718_123204_7
99000785;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.5;0.7;1;50;0;2;3;50000;-0.000732415;-0.0374251;0.000214618;-0.0786883;0.000651605;-0.00162296;0;0;0.00159953;-0.00662298;8.1685e-06;0.0135939;95.0728;0.000222972;0.000853038;0.000238179;0.000465865;0.000223988;0.000198517;0;0;0.000203591;4.93969e-06;0.000189108;7.74583e-05;1177.86;1799;869;930;./sim_cue_migration_20260718_123204_8
231900742;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.01;0.7;1;50;0;3;3;50000;0.00200056;-0.0422722;0.00294436;-0.0755979;0.000264756;-0.000178252;0;0;-0.001762;0.0435592;0.000498923;-0.00180833;15.3876;0.00018356;0.000878737;0.000202722;0.000174677;0.00019626;0.000145118;0;0;0.000209129;0.000114862;0.000135015;0.000214165;91.9428;774;388;386;./sim_cue_migration_20260718_123204_9
82349715;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.1;0.7;1;50;0;3;3;50000;-0.0058611;-0.0529286;0.00189607;-0.0788018;0.00518026;-0.00389952;0;0;0.000197738;0.0481561;0.00454543;-0.00333669;15.6522;0.000271332;0.000719159;0.000199166;0.000178138;0.00028761;0.000168136;0;0;0.000205397;0.000225891;0.0001412;0.000146193;135.405;759;382;377;./sim_cue_migration_20260718_123204_11
1119406250;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.5;0.7;1;50;0;3;3;50000;0.00158719;-0.046576;-0.00522386;-0.0762836;-0.00548751;-0.00279268;0;0;-0.000517799;0.0401538;-0.00159276;0.00182475;15.7854;0.00016133;0.000879524;0.000194432;0.000274475;0.000262575;0.000207825;0;0;0.000199466;0.000182281;0.000205938;0.000176737;181.303;783;386;397;./sim_cue_migration_20260718_123204_12
1468991131;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.01;0.7;1;50;0;1;3;50000;0.000356389;-0.00359713;0.00397487;-0.0869731;-0.000750693;-0.000374471;0;0;0.00110787;-0.0762371;0.00153847;0.0766321;119.672;0.000184553;0.000210393;0.000201346;0.000213702;0.000187534;0.000177882;0;0;0.000149785;-6.1454e-05;0.000243707;1.19442e-05;151.781;2142;1095;1047;./sim_cue_migration_20260718_123204_13
2043393638;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.1;0.7;1;50;0;1;3;50000;0.00023934;-0.00374905;0.00133748;-0.0792468;0.0012799;-1.66386e-05;0;0;0.00256;-0.0689782;0.000343356;0.0734412;105.789;0.000218381;0.000187763;0.000195749;0.000361005;0.00019031;0.000185961;0;0;0.000258725;8.23908e-05;0.000177579;0.000158884;502.793;2248;1120;1128;./sim_cue_migration_20260718_123204_15
3628485440;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.05;0.7;1;50;0;1;3;50000;-0.000259155;-0.0047396;0.00181782;-0.0744489;-0.00205554;0.00033047;0;0;-0.000470151;-0.0829767;-0.000385199;0.0784796;117.372;0.000188568;0.000172268;0.000183783;0.000194404;0.000217016;0.000224637;0;0;0.000226417;-7.13498e-05;0.000219947;-6.71047e-05;168.67;2326;1191;1135;./sim_cue_migration_20260718_123204_14
1223023284;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.5;0.7;1;50;0;1;3;50000;0.0015359;-0.000421652;0.00162581;-0.0783083;-0.00275329;-0.00132629;0;0;0.00238278;-0.0675391;0.00148597;0.0773444;108.608;0.00021719;0.000187126;0.000220097;0.000420281;0.000208576;0.000194804;0;0;0.000198484;0.000222856;0.000177544;0.000191399;563.633;2385;1183;1202;./sim_cue_migration_20260718_123204_16
597843873;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.05;0.7;1;50;0;2;3;50000;0.00263478;-0.00658922;-0.00234519;-0.0817645;-0.00583756;-0.00456217;0;0;-0.00321683;0.0413047;7.67755e-05;-0.00305405;16.3947;0.000170692;0.000226094;0.00016335;4.77737e-05;0.000211726;0.000231183;0;0;0.000221983;6.43775e-05;0.000188484;0.000211011;36.8034;907;470;437;./sim_cue_migration_20260718_123204_18
2931236024;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.1;0.7;1;50;0;2;3;50000;-0.00400103;-0.0338808;-0.00016627;-0.0745977;0.00106151;-0.00299657;0;0;0.000492569;-0.00736266;0.00166506;0.0200582;105.041;0.000179974;0.000789048;0.000163556;0.00026091;0.00023536;0.00018639;0;0;0.000143481;1.71748e-06;0.000169027;7.69262e-05;1238.28;1314;660;654;./sim_cue_migration_20260718_123204_19
1504481538;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.01;0.7;1;50;0;3;3;50000;0.000235922;-0.0277971;-0.00469692;-0.0825339;-0.00134035;-0.00321913;0;0;0.000717085;0.0548905;-0.00174603;0.00300279;15.7061;0.000240569;0.00049587;0.000197097;-0.000152283;0.000193065;0.000189525;0;0;0.000239726;6.23672e-05;0.000234003;0.000175296;44.8525;769;407;362;./sim_cue_migration_20260718_123204_81
662205584;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.05;0.7;1;50;0;3;3;50000;-0.00278819;-0.0297465;-3.649e-05;-0.0937311;0.00268896;-0.00324442;0;0;0.00552276;0.0605564;-0.0020754;-0.00370714;16.0574;0.000173289;0.00048552;0.000176485;0.00016925;0.000193879;0.000281278;0;0;0.000305424;0.00016401;0.000177564;0.000263466;55.3022;766;390;376;./sim_cue_migration_20260718_123204_82
1133144918;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.1;0.7;1;50;0;3;3;50000;0.00291619;-0.0110951;-0.00123661;-0.0770022;0.00266297;-0.00110148;0;0;0.00706723;0.049276;0.000731622;0.00165083;16.2959;0.000215853;0.000224644;0.000196657;0.000122779;0.000237974;0.000265589;0;0;0.00022785;0.000148262;0.000167816;0.000173888;189.603;757;389;368;./sim_cue_migration_20260718_123204_83
4275662926;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.5;0.7;1;50;0;3;3;50000;-0.000482959;-0.0464737;-0.00587883;-0.0809392;-0.00168269;-0.00448103;0;0;0.00111894;0.0440398;-0.000246358;1.00041e-05;15.3964;0.000155365;0.000899156;0.000148641;0.000168315;0.000214399;0.000147606;0;0;0.000198122;0.000143256;0.000299374;0.000231476;94.7159;772;390;382;./sim_cue_migration_20260718_123204_84
578511513;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.01;0.7;1;50;0;1;3;50000;-0.00122586;-0.00406182;-0.00359222;-0.0709232;-0.000628135;-0.0021028;0;0;0.000955529;-0.078716;0.00114651;0.0777582;111.035;0.000185737;0.000208215;0.000200824;0.000371311;0.000168897;0.000237481;0;0;0.000203069;0.000151418;0.00018748;0.000159068;571.729;2370;1173;1197;./sim_cue_migration_20260718_123204_85
1583711880;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.05;0.7;1;50;0;1;3;50000;0.00149328;-0.00379278;-0.00138636;-0.0882778;0.0026097;-0.00170385;0;0;9.35514e-05;-0.0671463;-0.0031551;0.0811556;111.409;0.000201707;0.000220439;0.000191866;0.000479804;0.000203651;0.000178012;0;0;0.000167888;2.01759e-05;0.000212249;0.000131147;397.884;2289;1152;1137;./sim_cue_migration_20260718_123204_86
3859416651;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.1;0.7;1;50;0;1;3;50000;-0.00298091;-0.00459443;-0.00158035;-0.0733865;-0.000516612;0.000195805;0;0;0.000809847;-0.0715281;0.000855627;0.0750858;112.258;0.000203599;0.000190035;0.000164801;0.000531558;0.0002088;0.000217224;0;0;0.000177472;0.000182228;0.00019846;0.000260811;786.259;2215;1079;1136;./sim_cue_migration_20260718_123204_87
